abato	aba-to
hararanĝo?	ha-r-aran-ĝo
hararo	ha-r-aro
harego	ha-re-go
haremo	ha-re-mo
haringo	ha-rin-go
harligo	har-li-go
harmoniigo	har-mo-ni-igo
harmonio	har-mo-nio
harmoniscienco	har-mo-ni-sci-en-co
haro	haro
haroj	har-oj
Haszpra	ha-sz-pra
haŭto	haŭ-to
havanta	ha-v-an-ta
havante	ha-v-an-te
havas	ha-v-as
haveno	ha-ve-no
havi	ha-vi
havigi	ha-v-igi
havis	ha-v-is
havos	ha-v-os
havu	ha-vu
havus	ha-v-us
hazarde	ha-zar-de
hazardo	ha-zar-do
hebrean	he-bre-an
heĝo	he-ĝo
hejma	hej-ma
hejmen	hej-men
hejmo	hej-mo
hejmon	hej-m-on
hejti	hej-ti
hektaro	hek-t-aro
hektolitro	hek-to-li-tro
hela	he-la
helikoptero	he-li-kop-te-ro
helpaj	help-aj
helpan	help-an
helpas	help-as
helpe	helpe
helpelementoj	help-ele-ment-oj
helpema	help-ema
helpi	helpi
helpilon	help-il-on
helpis	help-is
helplingvo	help-lin-g-vo
helpo	helpo
helpos	help-os
helpprogramo	help-pro-gra-mo
helpu	helpu
helpvortoj	help-vort-oj
hemnon	hem-n-on
henjo	he-njo
henriette	hen-ri-et-te
henrinjo	hen-ri-njo
hepato	he-pa-to
herbejo	her-b-ejo
herbo	her-bo
herboriĉa	her-bo-ri-ĉa
heredeco	he-re-d-eco
heredi	he-re-di
herkulo	her-ku-lo
hermafrodito	her-ma-fro-di-to
hermeto	her-me-to
herodoto	he-ro-do-to
heroeco	he-ro-eco
heroino	he-ro-ino
heroldo	he-rol-do
heroo	he-roo
hezitante	he-zi-t-an-te
hezitas	he-zi-t-as
heziti	he-zi-ti
hezitis	he-zi-t-is
hezito	he-zi-to
hezitus	he-zi-t-us
hiacinto	hi-acin-to
hibrido	hi-bri-do
hieraŭ	hi-e-raŭ
hierodulo	hi-e-ro-du-lo
hieroglifaj	hi-e-ro-gli-f-aj
higieno	hi-gi-e-no
himno	him-no
hindo	hin-do
hindujon	hin-d-uj-on
hipnoto	hi-p-no-to
hipokrito	hi-po-kri-to
hirundo	hi-run-do
hispanan	hi-s-pa-n-an
hispano	hi-s-pa-no
hispanujo	hi-s-pa-n-ujo
histo	hi-s-to
historiaj	hi-s-to-ri-aj
historian	hi-s-to-ri-an
historiisto	hi-s-to-ri-isto
historiistoj	hi-s-to-ri-ist-oj
historio	hi-s-to-rio
historion	hi-s-to-ri-on
historioskribantoj	hi-s-to-ri-o-skri-b-an-t-oj
hodiaŭ	ho-di-aŭ
hoko	ho-ko
homa	ho-ma
homaj	ho-m-aj
homaro	ho-m-aro
homaron	ho-m-ar-on
homo	ho-mo
homogenige	ho-mo-ge-n-ige
homoj	ho-m-oj
homon	ho-m-on
homonima	ho-mo-ni-ma
homonimaj	ho-mo-ni-m-aj
homonimo	ho-mo-ni-mo
homscienca	hom-sci-en-ca
homunkulo	ho-mun-ku-lo
honesta	ho-nes-ta
honestaj	ho-nes-t-aj
honestan	ho-nes-t-an
honeste	ho-nes-te
honesteco	ho-nes-t-eco
honestecon	ho-nes-t-ec-on
honora	ho-no-ra
honoran	ho-no-r-an
honoro	ho-no-ro
honoron	ho-no-r-on
honte	hon-te
honti	hon-ti
honto	hon-to
hordeo	hor-deo
horizontalo	ho-ri-zon-ta-lo
horizonto	ho-ri-zon-to
horloĝĉeneroj	hor-loĝ-ĉe-ne-r-oj
horloĝo	hor-lo-ĝo
horo	ho-ro
horoj	ho-r-oj
hospitalo	ho-s-pi-ta-lo
hotelo	ho-te-lo
hotentoto	ho-ten-to-to
hufbruo	huf-bruo
hufo	hu-fo
hufŝtalo	huf-ŝta-lo
humana	hu-ma-na
humida	hu-mi-da
humila	hu-mi-la
humilo	hu-mi-lo
humo	hu-mo
humoro	hu-mo-ro
humuron	hu-mu-r-on
hundobleki	hun-do-ble-ki
hungaro	hun-ga-ro
ĥano	ĥa-no
ĥaoso	ĥa-oso
ĥemiisto	ĥe-mi-isto
ĥemio	ĥe-mio
ĥeto	ĥeto
ĥlamido	ĥla-mi-do
ĥoro	ĥo-ro
iafoje	ia-foje
iaspecaj	ia-spe-c-aj
idaro	id-aro
ideaj	ide-aj
ideala	ide-ala
idealo	ide-alo
identa	iden-ta
identas	iden-t-as
ideo	ideo
ideoj	ide-oj
ideon	ide-on
idioteco	idi-o-t-eco
idiotoj	idi-o-t-oj
igas	ig-as
igemo	ig-emo
iginto	ig-in-to
ignoras	ig-no-r-as
ignori	ig-no-ri
igonto	ig-onto
igos	ig-os
igoto	igo-to
iĝas	iĝ-as
iĝemo	iĝ-emo
iĝis	iĝ-is
iĝonto	iĝ-onto
iĝos	iĝ-os
iĝu	iĝu
ilia	ilia
iliaj	ili-aj
ilian	ili-an
ilin	ilin
iloj	il-oj
ilon	il-on
ilustri	ilu-s-tri
iluzio	ilu-zio
imagas	ima-g-as
imagi	ima-gi
imagis	ima-g-is
imagon	ima-g-on
imagu	ima-gu
imitanta	imi-t-an-ta
imiti	imi-ti
imito	imi-to
imperiestrina	im-pe-ri-es-tr-ina
imperiestrinaj	im-pe-ri-es-tr-in-aj
imperiestrinajn	im-pe-ri-es-tr-in-ajn
imperiestrinan	im-pe-ri-es-tr-in-an
imperiestrine	im-pe-ri-es-tr-ine
imperiestrino	im-pe-ri-es-tr-ino
imperiestrinoj	im-pe-ri-es-tr-in-oj
imperiestrinojn	im-pe-ri-es-tr-in-ojn
imperiestrinon	im-pe-ri-es-tr-in-on
imperio	im-pe-rio
impeti	im-peti
impliki	im-pli-ki
imponas	im-po-n-as
imponi	im-po-ni
importi	im-por-ti
imposto	im-po-s-to
impreso	im-pre-so
impreson	im-pre-s-on
improvizitan	im-pro-vi-zi-t-an
impulso	im-pul-so
imuna	imu-na
incensbastoneto	in-cens-ba-s-to-n-eto
incido	in-ci-do
inciti	in-ci-ti
incito	in-ci-to
incognita	in-cog-n-ita
inda	inda
indecon	ind-ec-on
indeksnodo	in-deks-no-do
indeksnombro	in-deks-nom-bro
indeksofari	in-dek-so-fa-ri
indeksvica?	in-dek-s-vi-ca
indiferentaj	in-di-fe-ren-t-aj
indigni	in-dig-ni
indignigaj	in-dig-n-ig-aj
indigno	in-dig-no
indignos	in-dig-n-os
indigo	in-digo
indiĝeno	in-di-ĝe-no
indiĝo	ind-iĝo
indikas	in-di-k-as
indiki	in-di-ki
indikita	in-di-k-ita
indiko	in-di-ko
indikoj	in-di-k-oj
individuo	in-di-vi-duo
indo	indo
indulgi	in-dul-gi
industrio	in-du-s-trio
inerciaj	iner-ci-aj
inercio	iner-cio
inerciuloj	iner-ci-ul-oj
infana	in-fa-na
infanaj	in-fa-n-aj
infanaĵo	in-fa-n-aĵo
infanaĵoj	in-fa-n-aĵ-oj
infanan	in-fa-n-an
infane	in-fane
infaneco	in-fa-n-eco
infaniĝi	in-fa-n-iĝi
infanlingvaĵo	in-fan-lin-g-v-aĵo
infanlisto	in-fan-listo
infano	in-fa-no
infanoj	in-fa-n-oj
infanon	in-fa-n-on
infanŝteli	in-fan-ŝte-li
infanteriano	in-fan-te-ri-ano
infanto	in-fan-to
infanvoĉoj	in-fan-vo-ĉ-oj
infekti	in-fek-ti
inferan	in-fe-r-an
infero	in-fe-ro
infinito	in-fi-ni-to
influi	in-flui
influo	in-fluo
influon	in-flu-on
informa	in-for-ma
informi	in-for-mi
informiĝi	in-for-m-iĝi
informita	in-for-m-ita
informoj	in-for-m-oj
ingigo	ing-igo
inĝeniero	in-ĝe-ni-e-ro
inica	ini-ca
iniciati	ini-ci-ati
iniciatis	ini-ci-at-is
iniciativon	ini-ci-ati-v-on
iniciatoroj	ini-ci-ato-r-oj
injekti	in-jek-ti
injektis	in-jek-t-is
inklina	in-kli-na
inko	in-ko
inkognito	in-kog-ni-to
inksorbilo	ink-sor-b-ilo
inkujo	in-k-ujo
inokulo	ino-ku-lo
insekto	in-sek-to
insidi	in-si-di
insido	in-si-do
insigno	in-sig-no
insisti	in-si-s-ti
insisto	in-si-s-to
inspektoro	in-spek-to-ro
inspiri	in-spiri
inspiron	in-spir-on
instali	in-sta-li
instanbulo	in-stan-bu-lo
instanco	in-stan-co
instanto	in-stan-to
instigadi	in-sti-g-adi
instigi	in-sti-gi
instinkte	in-stink-te
instinkto	in-stink-to
institucio	in-sti-tu-cio
instituto	in-sti-tu-to
instruanto	ins-tru-an-to
instruantoj	ins-tru-an-t-oj
instruas	ins-tru-as
instrui	ins-trui
instruis	ins-tru-is
instruisto	ins-tru-isto
instruistoj	ins-tru-ist-oj
instruita	ins-tru-ita
instruitaj	ins-tru-it-aj
instruitulo	ins-tru-i-t-ulo
instruituloj	ins-tru-i-t-ul-oj
instrumento	ins-tru-men-to
instruu	ins-truu
insulino	in-su-li-no
insulo	in-su-lo
insulti	in-sul-ti
intaro	int-aro
inteco	int-eco
intelekto	in-te-lek-to
inteligenta	in-te-li-gen-ta
inteligentaj	in-te-li-gen-t-aj
inteligenteco	in-te-li-gen-t-eco
inteligentecon	in-te-li-gen-t-ec-on
intencas	in-ten-c-as
intence	in-ten-ce
intenci	in-ten-ci
intenco	in-ten-co
inter	in-ter
interalie	in-ter-alie
interan	in-ter-an
intere	in-tere
interesa	in-te-re-sa
interesaj	in-te-re-s-aj
interesas	in-te-re-s-as
interese	in-te-re-se
interesiĝas	in-te-re-s-iĝ-as
interesiĝis	in-te-re-s-iĝ-is
intereso	in-te-re-so
interesocentroj	in-te-re-so-cen-tr-oj
intereson	in-te-re-s-on
interezo	in-te-re-zo
interkompreniĝu	in-ter-kom-pre-n-iĝu
interkomprenon	in-ter-kom-pre-n-on
interkonsento	in-ter-kon-sen-to
interkonsentoj	in-ter-kon-sen-t-oj
interlingvistika	in-ter-lin-g-vi-s-ti-ka
intermeto	in-ter-meto
intermito	in-ter-mi-to
interna	in-ter-na
internacia	in-ter-na-cia
internaciaj	in-ter-na-ci-aj
internacian	in-ter-na-ci-an
internacieco	in-ter-na-ci-eco
internan	in-ter-n-an
interon	in-ter-on
interparolado	in-ter-pa-rol-ado
interparoladoj	in-ter-pa-rol-ad-oj
interparolas	in-ter-pa-rol-as
interparoli	in-ter-pa-roli
interparolo	in-ter-pa-rolo
interpelacii	in-ter-pe-la-cii
interpreti	in-ter-preti
interreta	in-ter-reta
interretaj	in-ter-ret-aj
interretajn	in-ter-ret-ajn
interretan	in-ter-ret-an
interrete	in-ter-rete
interreto	in-ter-reto
interreton	in-ter-ret-on
interrompis	in-ter-rom-p-is
interrompita	in-ter-rom-p-ita
intersoldata	in-ter-sol-da-ta
interŝanĝadi	in-ter-ŝan-ĝ-adi
interŝanĝado	in-ter-ŝan-ĝ-ado
interŝanĝadon	in-ter-ŝan-ĝ-ad-on
interŝanĝi	in-ter-ŝan-ĝi
interŝanĝo	in-ter-ŝan-ĝo
intertempe	in-ter-tem-pe
interuptoro	in-te-rup-to-ro
intervenis	in-ter-ve-n-is
intervjuoj	in-ter-vju-oj
intesto	in-tes-to
intima	in-ti-ma
intrigo	in-tri-go
inundi	inun-di
invado	in-va-do
invalido	in-va-li-do
inventaro	in-ven-ta-ro
inventi	in-ven-ti
inviti	in-vi-ti
inviton	in-vi-t-on
ioma	ioma
iomete	iomete
ipsilono	ip-si-lo-no
iradi	ir-adi
iradis	ir-ad-is
iranaj	ira-n-aj
iras	ir-as
irigas	ir-ig-as
irigi	ir-igi
iriloj	ir-il-oj
iris	ir-is
iron	ir-on
ironia	iro-nia
ironie	iro-nie
ironio	iro-nio
iros	ir-os
irus	ir-us
islamanoj	is-lam-a-n-oj
islamo	is-lamo
ismeco	ism-eco
israela	is-ra-ela
isteco	ist-eco
italan	ita-l-an
italo	ita-lo
iuj	iuj
iuokaze	iu-oka-ze
iusence	iu-sen-ce
iuspeca	iu-spe-ca
izobaro	izo-ba-ro
izolaj	izo-l-aj
izoli	izo-li
izraelido	iz-ra-el-ido
izraelo	iz-ra-elo
jacinto	ja-cin-to
jako	ja-ko
japana	ja-pa-na
jarcento	jar-cen-to
jarcentoj	jar-cen-t-oj
jardekoj	jar-de-k-oj
jaro	jaro
jaroj	jar-oj
jaron	jar-on
jena	je-na
jenaj	je-n-aj
jene	jene
jenon	je-n-on
jerusalemo	je-ru-sa-le-mo
jese	je-se
jesi	je-si
jesigi	je-s-igi
jida	jida
joĉjo	jo-ĉjo
johanĉjo	jo-han-ĉjo
johano	jo-ha-no
joto	jo-to
jubileo	ju-bi-leo
jubilo	ju-bi-lo
judo	ju-do
judoj	ju-d-oj
jugo	ju-go
jugularo	ju-gu-la-ro
juĝas	ju-ĝ-as
juĝi	ju-ĝi
juĝis	ju-ĝ-is
juĝloko	juĝ-lo-ko
juĝo	ju-ĝo
juĝon	ju-ĝ-on
juki	ju-ki
julio	ju-lio
julo	ju-lo
juna	juna
junaj	jun-aj
junan	jun-an
jungi	jun-gi
junio	junio
junulaj	jun-ul-aj
junularo	jun-ul-aro
junulino	jun-ul-ino
junulo	jun-ulo
junulon	jun-ul-on
jupiteroj	ju-pi-te-r-oj
jupo	ju-po
juristo	ju-r-isto
juro	ju-ro
justa	ju-s-ta
justecon	ju-s-t-ec-on
juvelo	ju-ve-lo
ĵaboto	ĵa-bo-to
ĵaketo	ĵa-ke-to
ĵaluza	ĵa-luza
ĵaŭdo	ĵaŭ-do
ĵetadi	ĵe-t-adi
ĵetados	ĵe-t-ad-os
ĵetas	ĵe-t-as
ĵeti	ĵe-ti
ĵeto	ĵe-to
ĵetu	ĵe-tu
ĵulo	ĵu-lo
ĵuri	ĵu-ri
ĵurnalisto	ĵur-na-l-isto
ĵurnalo	ĵur-na-lo
ĵurnaloj	ĵur-na-l-oj
ĵus	ĵus
ĵusnaskito	ĵus-na-s-k-ito
kaaba	ka-aba
kabano	ka-ba-no
kabineto	ka-bi-ne-to
kabulo	ka-bu-lo
kaĉaloto	ka-ĉa-lo-to
kaĉo	kaĉo
kadeto	ka-de-to
kadro	ka-dro
kaduka	ka-du-ka
kafmuelilon	kaf-mu-e-l-il-on
kafo	ka-fo
kafon	ka-f-on
kafpulvoro	kaf-pul-vo-ro
kahelo	ka-he-lo
kajero	ka-je-ro
kajo	ka-jo
kajuto	ka-ju-to
kakao	ka-kao
kakto	kak-to
kaldrono	kal-dro-no
kalendaro	ka-len-da-ro
kalendo	ka-len-do
kalendulo	ka-len-du-lo
kaleŝo	ka-le-ŝo
kaleŝservantoj	ka-leŝ-ser-v-an-t-oj
kaliko	ka-li-ko
kalikoto	ka-li-ko-to
kaliningrado	ka-li-nin-gra-do
kalkano	kal-ka-no
kalkanumo	kal-ka-n-umo
kalkulataj	kal-kul-at-aj
kalkulaŭtomatoj	kal-kul-aŭ-to-ma-t-oj
kalkuli	kal-kuli
kalkulis	kal-kul-is
kalkulo	kal-kulo
kalkuloj	kal-kul-oj
kalkulon	kal-kul-on
kalo	ka-lo
kalocsay	ka-lo-csay
kalsono	kal-so-no
kalumnii	ka-lum-nii
kalvinano	kal-vi-na-no
kamarado	ka-ma-ra-do
kamarilo	ka-ma-ri-lo
kamelo	ka-me-lo
kameno	ka-me-no
kamentubo	ka-men-tu-bo
kamforoleon?	kam-fo-r-ole-on
kamiono	ka-mi-o-no
kamloto	kam-lo-to
kamomilo	ka-mo-mi-lo
kampo	kam-po
kampoj	kam-p-oj
kanado	ka-na-do
kanalo	ka-na-lo
kandelingo	kan-del-ingo
kandelo	kan-de-lo
kandidato	kan-di-da-to
kanino	ka-ni-no
kankano	kan-ka-no
kankro	kan-kro
kano	ka-no
kanoto	ka-no-to
kantado	kan-t-ado
kantarelo	kan-ta-re-lo
kantarido	kan-ta-ri-do
kantaro	kan-t-aro
kanti	kan-ti
kantino	kan-ti-no
kanto	kan-to
kanzono	kan-zo-no
kapabla	ka-pa-b-la
kapablo	ka-pa-b-lo
kapacito	ka-pa-ci-to
kapeton	ka-pet-on
kapilaro	ka-pi-la-ro
kapitalo	ka-pi-ta-lo
kapitaloj	ka-pi-ta-l-oj
kapitano	ka-pi-ta-no
kapitulo	ka-pi-tu-lo
kapjesas	kap-je-s-as
kapkusenon	kap-ku-se-n-on
kapmoveton	kap-mo-v-et-on
kapo	ka-po
kapoj	ka-p-oj
kapon	ka-p-on
kapoto	ka-po-to
kaprica	ka-pri-ca
kapro	ka-pro
kapsulo	kap-su-lo
kaptas	kap-t-as
kapti	kap-ti
kaptilo	kap-t-ilo
kaptinto	kap-t-in-to
kaptintoj	kap-t-in-t-oj
kaptis	kap-t-is
kaptos	kap-t-os
kaptoŝnuro	kap-to-ŝnu-ro
kapuĉkovritaj	ka-puĉ-kov-rit-aj
kapzono	kap-zo-no
kara	kara
karafo	ka-ra-fo
karakterizo	ka-rak-te-ri-zo
karaktero	ka-rak-te-ro
karan	kar-an
karato	ka-ra-to
karavano	ka-ra-va-no
karbido?	kar-b-ido
karbo	kar-bo
karbonato?	kar-bo-n-ato
kardano	kar-da-no
karesi	ka-re-si
kariofilarbo	ka-ri-o-fil-arbo
karnavalo	kar-na-va-lo
karno	kar-no
karoto	ka-ro-to
karpo	kar-po
karto	kar-to
kartoĉhava	kar-toĉ-ha-va
kartono	kar-to-no
kasedaparato	ka-se-d-apa-ra-to
kasedon	ka-se-d-on
kaserolo	ka-se-ro-lo
kaskedo	ka-s-ke-do
kaslibro	kas-li-bro
kaso	ka-so
kastanjeto	ka-s-tan-je-to
kastelo	ka-s-te-lo
kaŝa	kaŝa
kaŝantaj	kaŝ-an-t-aj
kaŝas	kaŝ-as
kaŝe	kaŝe
kaŝejon	kaŝ-ej-on
kaŝi	kaŝi
kaŝis	kaŝ-is
kaŝita	kaŝ-ita
kaŝnomo	kaŝ-no-mo
kaŝobservi	kaŝ-ob-ser-vi
kaŝos	kaŝ-os
kaŝpasaĝero	kaŝ-pa-sa-ĝe-ro
kaŝpenso	kaŝ-pen-so
kaŝtano	kaŝ-ta-no
kaŝvizito	kaŝ-vi-zi-to
katalogo	ka-ta-lo-go
kataluna	ka-ta-lu-na
kataro	ka-t-aro
katedralo	ka-te-dra-lo
kategorieco	ka-te-go-ri-eco
kategoriecon	ka-te-go-ri-ec-on
kategorio	ka-te-go-rio
kategorioj	ka-te-go-ri-oj
kategorion	ka-te-go-ri-on
kateno	ka-te-no
kato	kato
katoliko	ka-to-li-ko
katolikoj	ka-to-li-k-oj
kaŭĉuko	kaŭ-ĉu-ko
kaŭzata	kaŭ-z-ata
kaŭzo	kaŭ-zo
kaŭzoj	kaŭ-z-oj
kavaĵo	ka-v-aĵo
kaverno	ka-ver-no
kavernon	ka-ver-n-on
kavo	ka-vo
kazaĥstana	ka-zaĥ-sta-na
kazemato	ka-ze-ma-to
kazo	ka-zo
kazon	ka-z-on
kejlo	kej-lo
kelka	kelka
kelkaj	kelk-aj
kelkan	kelk-an
kelke	kelke
kelkfoje	kelk-foje
kelktempe	kelk-tem-pe
kelnero	kel-ne-ro
kelneroj	kel-ne-r-oj
kelo	ke-lo
kemio	ke-mio
kerno	ker-no
kesto	kes-to
kiagrade	kia-gra-de
kiajn	kiajn
kial	kial
kialojn	kial-ojn
kiam	kiam
kiamaniere	kia-ma-ni-e-re
kian	kian
kiel	ki-el
kien	ki-en
kies	ki-es
kieson	ki-es-on
kilo	ki-lo
kilobajton	ki-lo-baj-t-on
kilobitokojn	ki-lo-bit-ok-ojn
kilogramo	ki-lo-gra-mo
kilometro	ki-lo-me-tro
kineto	ki-ne-to
kino	ki-no
kiom	kiom
kioma	kio-ma
kion	kion
kipĉakoj	kip-ĉa-k-oj
kirila	ki-ri-la
kirko	kir-ko
kirurgian	ki-rur-gi-an
kirurgio	ki-rur-gio
kirurgo	ki-rur-go
kisi	ki-si
kisto	ki-s-to
kitelo	ki-te-lo
kiuj	kiuj
kiun	kiun
kiusenca	kiu-sen-ca
kiuspeca	kiu-spe-ca
klaĉgazetaro	klaĉ-ga-ze-t-aro
klanjo	kla-njo
klappordo	klap-por-do
klara	kla-ra
klaran	kla-r-an
klare	kla-re
klareco	kla-r-eco
klarigas	kla-r-ig-as
klarigi	kla-r-igi
klarigis	kla-r-ig-is
klarigoj	kla-r-ig-oj
klarigon	kla-r-ig-on
klarigos	kla-r-ig-os
klariĝos	kla-r-iĝ-os
klarneto	klar-ne-to
klasĉambroj	klas-ĉam-br-oj
klasika	kla-si-ka
klasita	kla-s-ita
klasitaj	kla-s-it-aj
klaskonscia	kla-s-kon-scia
klaso	kla-so
klasoj	kla-s-oj
klavaro	klav-aro
klavoj	kla-v-oj
klavon	kla-v-on
klera	kle-ra
klerecnivelo	kle-rec-ni-ve-lo
kliento	kli-en-to
klimato	kli-ma-to
klingo	klin-go
klini	kli-ni
kliniko	kli-ni-ko
klopodi	klo-po-di
klozeto	klo-ze-to
klubĝardeno	klub-ĝar-de-no
klubo	klu-bo
knabino	kna-bi-no
knabinon	kna-bi-n-on
knabo	kna-bo
knaboj	kna-b-oj
knaro	knaro
knedi	kne-di
koagulo	ko-agu-lo
kofro	ko-fro
kofron	ko-fr-on
koincido	ko-in-ci-do
kojoto	ko-jo-to
koketa	ko-k-eta
kokidaĵo	ko-ki-d-aĵo
kokido	ko-k-ido
kokino	ko-ki-no
koko	ko-ko
kokoso	ko-ko-so
kolbason	kol-ba-s-on
kolegio	ko-le-gio
kolego	ko-le-go
kolegoj	ko-le-g-oj
kolektiĝis	ko-lek-t-iĝ-is
kolektiĝos	ko-lek-t-iĝ-os
kolektis	ko-lek-t-is
kolektita	ko-lek-t-ita
kolektiva	ko-lek-ti-va
kolekto	ko-lek-to
kolektoj	ko-lek-t-oj
kolekton	ko-lek-t-on
koleri	ko-le-ri
kolharoj	kol-har-oj
kolĥozo	kol-ĥo-zo
kolizii	ko-li-zii
kolo	ko-lo
kolombo	ko-lom-bo
kolonelo	ko-lo-ne-lo
kolono	ko-lo-no
koloro	ko-lo-ro
kolumbo	ko-lum-bo
kolumno	ko-lum-no
kolumo	ko-l-umo
komandi	ko-man-di
komato	ko-ma-to
kombi	kom-bi
kombilo	kom-b-ilo
kombini	kom-bi-ni
komedio	ko-me-dio
komencante	ko-men-c-an-te
komencas	ko-men-c-as
komence	ko-men-ce
komenci	ko-men-ci
komenciĝis	ko-men-c-iĝ-is
komenciĝos	ko-men-c-iĝ-os
komencis	ko-men-c-is
komenco	ko-men-co
komencos	ko-men-c-os
komentis	ko-men-t-is
komerca	ko-mer-ca
komercaĵo	ko-mer-c-aĵo
komerci	ko-mer-ci
komercisto	ko-mer-c-isto
komerckonsilanedzino	ko-merc-kon-si-la-n-edzi-no
komercpakego	ko-merc-pa-k-ego
kometo	ko-me-to
komforta	kom-for-ta
komfortaj	kom-for-t-aj
komforte	kom-for-te
komika	ko-mi-ka
komisaro	ko-mi-sa-ro
komisii	ko-mi-sii
komisiono	ko-mi-si-o-no
komitato	ko-mi-ta-to
komitatoj	ko-mi-ta-t-oj
komitaton	ko-mi-ta-t-on
komo	ko-mo
kompanio	kom-pa-nio
komparado	kom-pa-r-ado
komparadon	kom-pa-r-ad-on
komparas	kom-pa-r-as
kompareblan	kom-pa-r-eb-l-an
kompari	kom-pa-ri
komparo	kom-pa-ro
kompatemon	kom-pa-te-m-on
kompati	kom-pa-ti
kompatinda	kom-pa-t-inda
kompato	kom-pa-to
kompatu	kom-pa-tu
kompense	kom-pen-se
kompensi	kom-pen-si
kompetenta	kom-pe-ten-ta
kompetentan	kom-pe-ten-t-an
kompilado	kom-pi-l-ado
kompili	kom-pi-li
kompilo	kom-pi-lo
komplemento	kom-ple-men-to
kompleta	kom-ple-ta
kompletiga	kom-ple-t-iga
kompletigas	kom-ple-t-ig-as
kompletigi	kom-ple-t-igi
komplezi	kom-ple-zi
komplika	kom-pli-ka
komplikanta	kom-pli-kan-ta
kompliki	kom-pli-ki
komplikita	kom-pli-k-ita
komplikitaj	kom-pli-k-it-aj
kompliko	kom-pli-ko
komploto	kom-plo-to
komponi	kom-po-ni
kompoto	kom-po-to
kompozicion	kom-po-zi-ci-on
komprenadi	kom-pre-n-adi
komprenados	kom-pre-n-ad-os
komprenaĵo	kom-pre-n-aĵo
komprenaĵon	kom-pre-n-aĵ-on
komprenantaj	kom-pre-n-an-t-aj
komprenante	kom-pre-n-an-te
komprenas	kom-pre-n-as
komprenata	kom-pre-n-ata
komprene	kom-prene
komprenebla	kom-pre-n-eb-la
kompreneble	kom-pre-n-eb-le
komprenetadi	kom-pre-ne-t-adi
kompreni	kom-pre-ni
komprenigi	kom-pre-n-igi
kompreniĝadi	kom-pre-n-iĝ-adi
kompreniĝadis	kom-pre-n-iĝ-ad-is
kompreniĝado	kom-pre-n-iĝ-ado
komprenis	kom-pre-n-is
komprenos	kom-pre-n-os
komprenu	kom-pre-nu
kompromiti	kom-pro-mi-ti
kompromito	kom-pro-mi-to
komputado	kom-pu-t-ado
komputadoj	kom-pu-t-ad-oj
komputilo	kom-put-ilo
komputiloj	kom-put-il-oj
komputoscienca	kom-pu-to-sci-en-ca
komputosciencon	kom-pu-to-sci-en-c-on
komuna	ko-mu-na
komunaj	ko-mu-n-aj
komunan	ko-mu-n-an
komune	ko-mune
komuneakceptitan	ko-mu-ne-ak-cep-t-it-an
komunehoman	ko-mu-ne-ho-m-an
komuniki	ko-mu-niki
komunikiĝadi	ko-mu-nik-iĝ-adi
komunikiĝado	ko-mu-nik-iĝ-ado
komunikiĝoj	ko-mu-nik-iĝ-oj
komunikita	ko-mu-nik-ita
komunikreto	ko-mu-nik-reto
komunumo	ko-mu-n-umo
konantaj	ko-n-an-t-aj
konas	ko-n-as
konata	ko-n-ata
konataj	ko-n-at-aj
konatiĝante	ko-na-t-iĝ-an-te
konatiĝi	ko-na-t-iĝi
konatiĝinte	ko-na-t-iĝ-in-te
konatiĝis	ko-na-t-iĝ-is
konatiĝo	ko-na-t-iĝo
konatiĝu	ko-na-t-iĝu
konatiĝus	ko-na-t-iĝ-us
koncentri	kon-cen-tri
koncepto	kon-cep-to
konceptoj	kon-cep-t-oj
koncerna	kon-cer-na
koncernaj	kon-cer-n-aj
koncernas	kon-cer-n-as
koncerne	kon-cerne
koncerni	kon-cer-ni
koncernis	kon-cer-n-is
koncerto	kon-cer-to
kondamni	kon-dam-ni
kondiĉa	kon-di-ĉa
kondiĉaj	kon-di-ĉ-aj
kondiĉo	kon-di-ĉo
kondiĉoj	kon-di-ĉ-oj
kondukas	kon-du-k-as
konduki	kon-du-ki
kondukilo	kon-du-k-ilo
kondukis	kon-du-k-is
kondukos	kon-du-k-os
kondukŝnuro	kon-duk-ŝnu-ro
konduti	kon-du-ti
konduto	kon-du-to
konferenco	kon-fe-ren-co
konfesanto	kon-fe-s-an-to
konfesas	kon-fe-s-as
konfesi	kon-fe-si
konfesinde	kon-fe-s-inde
konfeto	kon-fe-to
konfidenco	kon-fi-den-co
konfidi	kon-fi-di
konfido	kon-fi-do
konfirmas	kon-fir-m-as
konfirmi	kon-fir-mi
konfitaĵo	kon-fi-t-aĵo
konfiti	kon-fi-ti
konfito	kon-fi-to
konflikto	kon-flik-to
konforma	kon-for-ma
konformaj	kon-for-m-aj
konforme	kon-for-me
konformigadi	kon-for-m-ig-adi
konfronto	kon-fron-to
konfuzaĵoj	kon-fuz-aĵ-oj
konfuzi	kon-fuzi
konfuziĝados	kon-fuz-iĝ-ad-os
konfuziĝas	kon-fuz-iĝ-as
konfuzitaj	kon-fuz-it-aj
konfuzon	kon-fuz-on
konfuzu	kon-fuzu
kongresanoj	kon-gre-sa-n-oj
kongreso	kon-gre-so
kongresoj	kon-gre-s-oj
kongreson	kon-gre-s-on
koni	ko-ni
konjekti	kon-jek-ti
konjekto	kon-jek-to
konjugacii	kon-ju-ga-cii
konjugacioj	kon-ju-ga-ci-oj
konjunkcio	kon-junk-cio
konkludi	kon-klu-di
